name,type
四川文物,中文核心
四川戏剧,中文核心
四川医学,科技核心
四川中医,科技核心
饲料工业,中文核心
饲料研究,科技核心
苏州大学学报(哲学社会科学版),中文核心
苏州大学学报哲学社会科学版,社会科技核心
塑料,中文核心
塑料工业,中文核心
塑料科技,中文核心
塑料助剂,科技核心
塑性工程学报,中文核心
隧道建设,中文核心
台湾海峡(改名为：应用海洋学学报),中文核心
台湾研究,社会科技核心
台湾研究集刊,中文核心
太赫兹科学与电子信息学报,科技核心
太平洋学报,中文核心
太阳能学报,中文核心
太原理工大学学报,中文核心
钛工业进展,中文核心
炭素技术,中文核心
探测与控制学报,中文核心
探索,中文核心
探索与争鸣,中文核心
陶瓷学报,中文核心
特产研究,科技核心
特殊钢,中文核心
特种油气藏,中文核心
特种铸造及有色合金,中文核心
体育科学,中文核心
体育文化导刊,中文核心
体育学刊,中文核心
体育与科学,中文核心
天府新论,中文核心
天津大学学报,科技核心
天津大学学报(改名为：天津大学学报(自然科学与工程技术版)),中文核心
天津工业大学学报,中文核心
天津行政学院学报,中文核心
天津科技大学学报,中文核心
天津社会科学,中文核心
天津师范大学学报(社会科学版),中文核心
天津师范大学学报自然科学版,科技核心
天津体育学院学报,中文核心
天津医药,科技核心
天津中医药,科技核心
天津中医药大学学报,科技核心
天然产物研究与开发,中文核心
天然气地球科学,中文核心
天然气工业,中文核心
天然气化工,科技核心
天然气化工(化学与化工),中文核心
天然气与石油,科技核心
天文学报,中文核心
天文学进展,中文核心
调研世界,中文核心
铁道标准设计,中文核心
铁道工程学报,中文核心
铁道建筑,中文核心
铁道科学与工程学报,中文核心
铁道学报,中文核心
铁道运输与经济,中文核心
听力学及言语疾病杂志,中文核心
通信学报,中文核心
同济大学学报(社会科学版),中文核心
同济大学学报(自然科学版),中文核心
同济大学学报医学版,科技核心
同济大学学报自然科学版,科技核心
同位素,科技核心
统计研究,中文核心
统计与决策,中文核心
统计与信息论坛,中文核心
图书馆,中文核心
图书馆工作与研究,中文核心
图书馆建设,中文核心
图书馆理论与实践,中文核心
图书馆论坛,中文核心
图书馆学研究,社会科技核心
图书馆杂志,中文核心
图书情报工作,中文核心
图书情报知识,中文核心
图书与情报,中文核心
图学学报,科技核心
涂料工业,中文核心
土木工程学报,中文核心
土木工程与管理学报,中文核心
土木建筑与环境工程,中文核心
土壤,中文核心
土壤通报,中文核心
土壤学报,中文核心
土壤与作物,科技核心
推进技术,中文核心
外国教育研究,中文核心
外国经济与管理,中文核心
外国文学,中文核心
外国文学评论,中文核心
外国文学研究,中文核心
外国语,中文核心
外国语文,中文核心
外国语文-四川外语学院学报,社会科技核心
外国中小学教育,中文核心
外交评论,中文核心
外科理论与实践,科技核心
外语电化教学,中文核心
外语教学,中文核心
外语教学理论与实践,中文核心
外语教学与研究,中文核心
外语界,中文核心
外语学刊,中文核心
外语研究,中文核心
外语与外语教学,中文核心
皖南医学院学报,科技核心
网络新媒体技术,科技核心
微波学报,中文核心
微创泌尿外科杂志,科技核心
微电机,科技核心
微电子学,中文核心
微电子学与计算机,中文核心
微纳电子技术,中文核心
微生物学报,中文核心
微生物学免疫学进展,科技核心
微生物学通报,中文核心
微生物学杂志,科技核心
微生物与感染,科技核心
微特电机,中文核心
微体古生物学报,中文核心
微型电脑应用,科技核心
微循环学杂志,科技核心
卫生经济研究,中文核心
卫生软科学,科技核心
卫生研究,中文核心
胃肠病学,科技核心
胃肠病学和肝病学杂志,科技核心
温州医科大学学报,科技核心
文史,中文核心
文史哲,中文核心
文物,中文核心
文物保护与考古科学,中文核心
文献,中文核心
文学评论,中文核心
文学遗产,中文核心
文艺理论研究,中文核心
文艺理论与批评,中文核心
文艺评论,社会科技核心
文艺研究,中文核心
文艺争鸣,社会科技核心
文艺争鸣(理论综合版)(改名为：文艺争鸣),中文核心
无机材料学报,中文核心
无机化学学报,中文核心
无机盐工业,中文核心
无损检测,科技核心
武汉大学学报(工学版),中文核心
武汉大学学报(理学版),中文核心
武汉大学学报(人文科学版),中文核心
武汉大学学报(信息科学版),中文核心
武汉大学学报(哲学社会科学版),中文核心
武汉大学学报工学版,科技核心
武汉大学学报理学版,科技核心
武汉大学学报信息科学版,科技核心
武汉大学学报医学版,科技核心
武汉大学学报哲学社会科学版,社会科技核心
武汉金融,中文核心
武汉科技大学学报,中文核心
武汉科技大学学报自然科学版,科技核心
武汉理工大学学报,中文核心
武汉理工大学学报交通科学与工程版,科技核心
武汉理工大学学报信息与管理工程版,科技核心
武汉体育学院学报,中文核心
武警后勤学院学报医学版,科技核心
武警医学,科技核心
舞蹈,中文核心
物理,中文核心
物理化学学报,中文核心
物理学报,中文核心
物理学进展,中文核心
物探化探计算技术,科技核心
物探与化探,科技核心
西安电子科技大学学报,中文核心
西安电子科技大学学报自然科学版,科技核心
西安工业大学学报,科技核心
西安建筑科技大学学报(自然科学版),中文核心
西安建筑科技大学学报自然科学版,科技核心
西安交通大学学报,中文核心
西安交通大学学报(社会科学版),中文核心
西安交通大学学报(医学版),中文核心
西安交通大学学报社会科学版,社会科技核心
西安交通大学学报医学版,科技核心
西安科技大学学报,中文核心
西安理工大学学报,中文核心
西安石油大学学报(自然科学版),中文核心
西安石油大学学报自然科学版,科技核心
西安体育学院学报,中文核心
西安外国语大学学报,社会科技核心
西安邮电大学学报,科技核心
西北大学学报(哲学社会科学版),中文核心
西北大学学报(自然科学版),中文核心
西北大学学报哲学社会科学版,社会科技核心
西北大学学报自然科学版,科技核心
西北地震学报(改名为：地震工程学报),中文核心
西北地质,科技核心
西北工业大学学报,中文核心
西北林学院学报,中文核心
西北民族研究,中文核心
西北农林科技大学学报(社会科学版),中文核心
西北农林科技大学学报(自然科学版),中文核心
西北农林科技大学学报自然科学版,科技核心
西北农业学报,中文核心
西北师大学报(社会科学版),中文核心
西北师范大学学报(自然科学版),中文核心
西北师范大学学报自然科学版,科技核心
西北药学杂志,科技核心
西北植物学报,中文核心
西部林业科学,科技核心
西部论坛(重庆),中文核心
西部医学,科技核心
西部中医药,科技核心
西藏研究,中文核心
西华大学学报自然科学版,科技核心
西南大学学报(社会科学版),中文核心
西南大学学报(自然科学版),中文核心
西南大学学报社会科学版,社会科技核心
西南大学学报自然科学版,科技核心
西南国防医药,科技核心
西南交通大学学报,中文核心
西南林业大学学报,中文核心
西南民族大学学报(人文社会科学版),中文核心
西南民族大学学报人文社科版,社会科技核心
西南民族大学学报自然科学版,科技核心
西南农业学报,中文核心
西南师范大学学报(自然科学版),中文核心
西南师范大学学报自然科学版,科技核心
西南石油大学学报(自然科学版),中文核心
西南石油大学学报自然科学版,科技核心
西亚非洲,中文核心
西域研究,中文核心
稀土,中文核心
稀有金属,中文核心
稀有金属材料与工程,中文核心
稀有金属与硬质合金,中文核心
戏剧,中文核心
戏剧文学,中文核心
戏剧艺术,中文核心
戏剧-中央戏剧学院学报,社会科技核心
戏曲艺术（北京）,中文核心
系统仿真技术,科技核心
系统仿真学报,中文核心
系统工程,科技核心
系统工程理论与实践,科技核心
系统工程学报,科技核心
系统工程与电子技术,中文核心
系统管理学报,科技核心
系统科学与数学,中文核心
细胞与分子免疫学杂志,中文核心
现代财经,中文核心
现代财经-天津财经大学学报,社会科技核心
现代城市研究,中文核心
现代出版,中文核心
现代传播,中文核心
现代大学教育,中文核心
现代地质,中文核心
现代电力,中文核心
现代电子技术,中文核心
现代法学,中文核心
现代防御技术,中文核心
现代纺织技术,中文核心
现代妇产科进展,中文核心
现代管理科学,中文核心
现代国际关系,中文核心
现代化工,中文核心
现代教育管理,中文核心
现代经济探讨,中文核心
现代科学仪器,科技核心
现代口腔医学杂志,科技核心
现代雷达,中文核心
现代临床护理,科技核心
现代泌尿生殖肿瘤杂志,科技核心
现代泌尿外科杂志,科技核心
现代免疫学,中文核心
现代农药,科技核心
现代情报,中文核心
现代日本经济,中文核心
现代生物医学进展,科技核心
现代食品科技,中文核心
现代塑料加工应用,中文核心
现代隧道技术,中文核心
现代图书情报技术,社会科技核心
现代外语,中文核心
现代消化及介入诊疗,科技核心
现代药物与临床,科技核心
现代医学,科技核心
现代仪器与医疗,科技核心
现代预防医学,中文核心
现代哲学,中文核心
现代制造工程,中文核心
现代中文学刊,中文核心
现代中西医结合杂志,科技核心
现代中药研究与实践,科技核心
现代中医临床,科技核心
现代肿瘤医学,科技核心
香料香精化妆品,科技核心
湘潭大学学报(哲学社会科学版),中文核心
湘潭大学学报哲学社会科学版,社会科技核心
湘潭大学自然科学学报,中文核心
橡胶工业,科技核心
消防科学与技术,中文核心
消费经济,中文核心
小说界,中文核心
小说评论,中文核心
小说月报(原创版),中文核心
小型内燃机与车辆技术,科技核心
小型微型计算机系统,中文核心
协和医学杂志,科技核心
心肺血管病杂志,科技核心
心理发展与教育,中文核心
心理科学,中文核心
心理科学进展,中文核心
心理学报,中文核心
心理学探新,中文核心
心理与行为研究,中文核心
心脑血管病防治,科技核心
心血管病学进展,科技核心
心血管康复医学杂志,科技核心
心脏杂志,科技核心
新疆大学学报(自然科学版),中文核心
新疆地质,科技核心
新疆农业大学学报,中文核心
新疆农业科学,中文核心
新疆师范大学学报(哲学社会科学版),中文核心
新疆师范大学学报哲学社会科学版,社会科技核心
新疆石油地质,中文核心
新疆医科大学学报,科技核心
新金融,中文核心
新美术,中文核心
新视野,中文核心
新文学史料,中文核心
新闻爱好者,中文核心
新闻大学,中文核心
新闻记者,中文核心
新闻界,中文核心
新闻与传播研究,中文核心
新闻与写作,中文核心
新闻战线,中文核心
新乡医学院学报,科技核心
新型建筑材料,中文核心
新型炭材料,中文核心
新医学,科技核心
信号处理,中文核心
信息技术,科技核心
信息网络安全,科技核心
信息与控制,中文核心
信阳师范学院学报(自然科学版),中文核心
信阳师范学院学报自然科学版,科技核心
刑事技术,社会科技核心
徐州工程学院学报自然科学版,科技核心
徐州医学院学报,科技核心
学海,中文核心
学前教育研究,中文核心
学术交流,中文核心
学术界,中文核心
学术论坛,中文核心
学术探索,中文核心
学术研究,中文核心
学术月刊,中文核心
学位与研究生教育,中文核心
学习论坛,中文核心
学习与实践,中文核心
学习与探索,中文核心
学校党建与思想教育,中文核心
循证医学,科技核心
压电与声光,中文核心
压力容器,科技核心
牙体牙髓牙周病学杂志,科技核心
亚热带资源与环境学报,科技核心
亚太经济,中文核心
烟草科技,中文核心
烟台大学学报(哲学社会科学版),中文核心
岩矿测试,中文核心
岩石矿物学杂志,中文核心
岩石力学与工程学报,中文核心
岩石学报,中文核心
岩土工程技术,科技核心
岩土工程学报,中文核心
岩土力学,中文核心
岩性油气藏,中文核心
研究与发展管理,中文核心
盐湖研究,科技核心
盐业与化工,科技核心
眼科,中文核心
眼科新进展,中文核心
燕山大学学报,中文核心
扬州大学烹饪学报(改名为：美食研究),中文核心
扬州大学学报(农业与生命科学版),中文核心
扬州大学学报(自然科学版),中文核心
扬州大学学报农业与生命科学版,科技核心
扬州大学学报自然科学版,科技核心
遥测遥控,科技核心
遥感技术与应用,中文核心
遥感信息,中文核心
遥感学报,中文核心
药物不良反应杂志,科技核心
药物分析杂志,中文核心
药物流行病学杂志,科技核心
药物评价研究,科技核心
药物生物技术,科技核心
药学服务与研究,科技核心
药学实践杂志,科技核心
药学学报,中文核心
药学与临床研究,科技核心
冶金分析,中文核心
冶金能源,科技核心
野生动物(改名为：野生动物学报),中文核心
液晶与显示,中文核心
液压气动与密封,科技核心
液压与气动,中文核心
医疗卫生装备,科技核心
医学动物防制,科技核心
医学分子生物学杂志,科技核心
医学临床研究,科技核心
医学信息学杂志,社会科技核心
医学研究生学报,中文核心
医学研究杂志,科技核心
医学影像学杂志,科技核心
医学与社会,科技核心
医学与哲学(人文社会医学版)(与：医学与哲学(临床决策论坛版)合并改名为：医学与哲学),中文核心
医学争鸣,中文核心
医学综述,科技核心
医药导报,科技核心
医用生物力学,中文核心
仪表技术与传感器,中文核心
仪器仪表学报,中文核心
遗传,中文核心
疑难病杂志,科技核心
艺术百家,中文核心
艺术评论,中文核心
音乐创作,中文核心
音乐研究,中文核心
音乐艺术,中文核心
银行家,中文核心
印染,中文核心
印染助剂,中文核心
营养学报,中文核心
影像科学与光化学,中文核心
影像诊断与介入放射学,科技核心
应用概率统计,中文核心
应用光学,中文核心
应用海洋学学报,科技核心
应用化工,中文核心
应用化学,中文核心
应用基础与工程科学学报,中文核心
应用激光,中文核心
应用科技,科技核心
应用科学学报,中文核心
应用昆虫学报,中文核心
应用力学学报,中文核心
应用气象学报,中文核心
应用生态学报,中文核心
应用声学,中文核心
应用数学,中文核心
应用数学和力学,中文核心
应用数学学报,中文核心
应用与环境生物学报,中文核心
硬质合金,科技核心
油气储运,中文核心
油气地质与采收率,中文核心
油田化学,中文核心
铀矿冶,科技核心
有机硅材料,科技核心
有机化学,中文核心
有色金属(选矿部分,中文核心
有色金属(冶炼部分,中文核心
有色金属工程,中文核心
有色金属科学与工程,科技核心
有色金属矿山部分,科技核心
有色金属选矿部分,科技核心
有色金属冶炼部分,科技核心
鱼雷技术,科技核心
渔业科学进展,中文核心
渔业现代化,中文核心
宇航材料工艺,中文核心
宇航计测技术,科技核心
宇航学报,中文核心
语文建设,中文核心
语文研究,中文核心
语言教学与研究,中文核心
语言科学,中文核心
语言文字应用,中文核心
语言研究,中文核心
玉米科学,中文核心
预测,中文核心
预防医学,科技核心
预防医学情报杂志,科技核心
园艺学报,中文核心
原子核物理评论,中文核心
原子能科学技术,中文核心
原子与分子物理学报,中文核心
云南财经大学学报,中文核心
云南大学学报(社会科学版),中文核心
云南大学学报(自然科学版),中文核心
云南大学学报自然科学版,科技核心
云南行政学院学报,中文核心
云南民族大学学报(哲学社会科学版),中文核心
云南民族大学学报哲学社会科学版,社会科技核心
云南民族大学学报自然科学版,科技核心
云南农业大学学报,科技核心
云南农业大学学报(自然科学,中文核心
云南社会科学,中文核心
云南师范大学学报(哲学社会科学版),中文核心
云南师范大学学报自然科学版,科技核心
云南中医学院学报,科技核心
运筹学学报,中文核心
运筹与管理,中文核心
杂草学报,科技核心
杂交水稻,中文核心
灾害学,科技核心
载人航天,科技核心
造纸科学与技术,科技核心
噪声与振动控制,科技核心
轧钢,科技核心
粘接,科技核心
战术导弹技术,中文核心
长安大学学报(自然科学版),中文核心
长安大学学报自然科学版,科技核心
长白学刊,中文核心
长春理工大学学报自然科学版,科技核心
长春中医药大学学报,科技核心
长江科学院院报,中文核心
长江流域资源与环境,中文核心
长沙理工大学学报自然科学版,科技核心
照明工程学报,科技核心
哲学动态,中文核心
哲学研究,中文核心
浙江大学学报(工学版),中文核心
浙江大学学报(理学版),中文核心
浙江大学学报(农业与生命科学版),中文核心
浙江大学学报(人文社会科学版),中文核心
浙江大学学报(医学版),中文核心
浙江大学学报工学版,科技核心
浙江大学学报理学版,科技核心
浙江大学学报农业与生命科学版,科技核心
浙江大学学报人文社会科学版,社会科技核心
浙江大学学报医学版,科技核心
浙江档案,中文核心
浙江工业大学学报,中文核心
浙江林业科技,中文核心
浙江农林大学学报,中文核心
浙江农业学报,中文核心
浙江社会科学,中文核心
浙江师范大学学报(社会科学版),中文核心
浙江学刊,中文核心
浙江医学,科技核心
浙江中医药大学学报,科技核心
针刺研究,中文核心
针灸临床杂志,科技核心
真空,科技核心
真空科学与技术学报,中文核心
真空与低温,科技核心
诊断病理学杂志,科技核心
诊断学理论与实践,科技核心
振动、测试与诊断,中文核心
振动测试与诊断,科技核心
振动工程学报,中文核心
振动与冲击,中文核心
震灾防御技术,中文核心
证据科学,社会科技核心
证券市场导报,中文核心
郑州大学学报(工学版),中文核心
郑州大学学报(理学版),中文核心
郑州大学学报(医学版),中文核心
郑州大学学报(哲学社会科学版),中文核心
郑州大学学报工学版,科技核心
郑州大学学报理学版,科技核心
郑州大学学报医学版,科技核心
政法论丛,中文核心
政法论坛,中文核心
政治经济学评论,中文核心
政治学研究,中文核心
政治与法律,中文核心
知识产权,中文核心
职教论坛,中文核心
职业技术教育,中文核心
职业与健康,科技核心
植物保护,中文核心
植物保护学报,中文核心
植物病理学报,中文核心
植物分类与资源学报,中文核心
植物检疫,中文核心
植物科学学报,中文核心
植物生理学报,中文核心
植物生态学报,中文核心
植物学报,中文核心
植物研究,中文核心
植物遗传资源学报,中文核心
植物营养与肥料学报,中文核心
植物资源与环境学报,中文核心
指挥控制与仿真,科技核心
制冷学报,中文核心
制冷与空调(四川),科技核心
制造技术与机床,中文核心
制造业自动化,科技核心
质谱学报,中文核心
智能系统学报,中文核心
中北大学学报(自然科学版),中文核心
中草药,中文核心
中成药,中文核心
中风与神经疾病杂志,中文核心
中共党史研究,中文核心
中共福建省委党校学报,中文核心
中共天津市委党校学报,中文核心
中共浙江省委党校学报,中文核心
中共中央党校学报,中文核心
中国癌症杂志,中文核心
中国艾滋病性病,中文核心
中国安全科学学报,中文核心
中国安全生产科学技术,中文核心
中国比较文学,中文核心
中国比较医学杂志,中文核心
中国边疆史地研究,中文核心
中国编辑,中文核心
中国表面工程,中文核心
中国病案,科技核心
中国病毒病杂志,科技核心
中国病理生理杂志,中文核心
中国病原生物学杂志,中文核心
中国材料进展,中文核心
中国财政,中文核心
中国藏学,中文核心
中国草地学报,中文核心
中国测试,中文核心
中国超声医学杂志,中文核心
中国成人教育,中文核心
中国出版,中文核心
中国畜牧兽医,中文核心
中国畜牧杂志,中文核心
中国大学教学,中文核心
中国当代儿科杂志,中文核心
中国档案,中文核心
中国党政干部论坛,中文核心
中国道教,中文核心
中国稻米,中文核心
中国地方病防治杂志,中文核心
中国地方病学杂志(改名为：中华地方病学杂志),中文核心
中国地方志,社会科技核心
中国地震,中文核心
中国地质,中文核心
中国地质大学学报(社会科学版),中文核心
中国地质大学学报社会科学版,社会科技核心
中国地质灾害与防治学报,科技核心
中国典籍与文化,中文核心
中国电化教育,中文核心
中国电机工程学报,中文核心
中国电力,中文核心
中国电视,中文核心
中国电子科学研究院学报,中文核心
中国动脉硬化杂志,中文核心
中国动物传染病学报,中文核心
中国儿童保健杂志,科技核心
中国耳鼻咽喉颅底外科杂志,科技核心
中国耳鼻咽喉头颈外科,科技核心
中国法学,中文核心
中国法医学杂志,科技核心
中国翻译,中文核心
中国防痨杂志,科技核心
中国非金属矿工业导刊,科技核心
中国肺癌杂志,中文核心
中国分子心脏病学杂志,科技核心
中国粉体技术,中文核心
中国辐射卫生,科技核心
中国腐蚀与防护学报,中文核心
中国妇产科临床杂志,中文核心
中国妇幼保健,科技核心
中国改革,社会科技核心
中国肝脏病杂志电子版,科技核心
中国感染控制杂志,中文核心
中国感染与化疗杂志,中文核心
中国港湾建设,科技核心
中国高等教育,中文核心
中国高教研究,中文核心
中国给水排水,中文核心
中国工程机械学报,中文核心
中国工程科学,中文核心
中国工业经济,中文核心
中国工业医学杂志,科技核心
中国公共卫生,中文核心
中国公路学报,中文核心
中国骨伤,科技核心
中国骨与关节损伤杂志,科技核心
中国骨与关节杂志,科技核心
中国骨质疏松杂志,中文核心
中国瓜菜,中文核心
中国管理科学,中文核心
中国惯性技术学报,中文核心
中国光学,科技核心
中国广播电视学刊,中文核心
中国国家博物馆馆刊,中文核心
中国国境卫生检疫杂志,科技核心
中国果树,科技核心
中国海商法研究,社会科技核心
中国海上油气,中文核心
中国海洋大学学报(自然科学版),中文核心
中国海洋大学学报自然科学版,科技核心
中国海洋平台,科技核心
中国海洋药物,科技核心
中国行政管理,中文核心
中国航海,中文核心
中国呼吸与危重监护杂志,中文核心
中国护理管理,科技核心
中国环境监测,中文核心
中国环境科学,中文核心
中国货币市场,中文核心
中国机械工程,中文核心
中国基础科学,科技核心
中国激光,中文核心
中国激光医学杂志,科技核心
中国急救复苏与灾害医学杂志,科技核心
中国急救医学,中文核心
中国脊柱脊髓杂志,中文核心
中国计划生育和妇产科,科技核心
中国计划生育学杂志,科技核心
中国记者,中文核心
中国寄生虫学与寄生虫病杂志,中文核心
中国家禽,中文核心
中国健康教育,中文核心
中国健康心理学杂志,科技核心
中国舰船研究,中文核心
中国胶粘剂,中文核心
中国矫形外科杂志,中文核心
中国教育学刊,中文核心
中国介入心脏病学杂志,科技核心
中国介入影像与治疗学,中文核心
中国金融,中文核心
中国经济史研究,中文核心
中国经济问题,中文核心
中国康复,科技核心
中国康复理论与实践,中文核心
中国康复医学杂志,中文核心
中国抗生素杂志,中文核心
中国科技翻译,中文核心
中国科技论坛,中文核心
中国科技论文在线(改名为：中国科技论文),中文核心
中国科技期刊研究,中文核心
中国科技资源导刊,社会科技核心
中国科学 地球科学,科技核心
中国科学 化学,科技核心
中国科学 技术科学,科技核心
中国科学 生命科学,科技核心
中国科学 数学,科技核心
中国科学 物理学力学天文学,科技核心
中国科学 信息科学,科技核心
中国科学(地球科学,中文核心
中国科学(化学,中文核心
中国科学(技术科学,中文核心
中国科学(信息科学,中文核心
中国科学基金,科技核心
中国科学技术大学学报,中文核心
中国科学院大学学报,科技核心
中国科学院院刊,科技核心
中国空间科学技术,中文核心
中国口腔颌面外科杂志,科技核心
中国矿业,中文核心
中国矿业大学学报,中文核心
中国劳动,社会科技核心
中国老年学杂志,中文核心
中国历史地理论丛,中文核心
中国粮油学报,中文核心
中国临床保健杂志,科技核心
中国临床解剖学杂志,中文核心
中国临床神经科学,科技核心
中国临床神经外科杂志,科技核心
中国临床心理学杂志,中文核心
中国临床研究,科技核心
中国临床药理学与治疗学,科技核心
中国临床药理学杂志,中文核心
中国临床药学杂志,科技核心
中国临床医生杂志,科技核心
中国临床医学,科技核心
中国临床医学影像杂志,中文核心
中国流通经济,中文核心
中国麻风皮肤病杂志,科技核心
中国麻业科学,科技核心
中国慢性病预防与控制,科技核心
中国媒介生物学及控制杂志,科技核心
中国煤炭,中文核心
中国煤炭地质,科技核心
中国煤炭工业医学杂志,科技核心
中国美容医学,科技核心
中国美容整形外科杂志,科技核心
中国锰业,科技核心
中国棉花,科技核心
中国免疫学杂志,中文核心
中国民航大学学报,科技核心
中国钼业,科技核心
中国穆斯林,社会科技核心
中国男科学杂志,科技核心
中国南方果树,中文核心
中国脑血管病杂志,中文核心
中国内镜杂志,中文核心
中国能源,科技核心
中国酿造,中文核心
中国农村观察,中文核心
中国农村经济,中文核心
中国农村水利水电,中文核心
中国农史,中文核心
中国农学通报,科技核心
中国农业大学学报,中文核心
中国农业大学学报(社会科学版),中文核心
中国农业科技导报,中文核心
中国农业科学,中文核心
中国农业气象,中文核心
中国农业资源与区划,中文核心
中国皮肤性病学杂志,中文核心
中国皮革,中文核心
中国普通外科杂志,中文核心
中国普外基础与临床杂志,科技核心
中国青年社会科学,社会科技核心
中国青年研究,中文核心
中国青年政治学院学报(改名为：中国青年社会科学),中文核心
中国全科医学,中文核心
中国热带农业,科技核心
中国热带医学,科技核心
中国人才,中文核心
中国人口、资源与环境,中文核心
中国人口科学,中文核心
中国人口资源与环境,科技核心
中国人力资源开发,中文核心
中国人民大学学报,中文核心
中国人民公安大学学报(社会科学版),中文核心
中国人兽共患病学报,中文核心
中国乳品工业,中文核心
中国软科学,中文核心
中国森林病虫,中文核心
中国沙漠,中文核心
中国社会经济史研究,中文核心
中国社会科学,中文核心
中国社会科学院研究生院学报,中文核心
中国社会医学杂志,科技核心
中国神经精神疾病杂志,中文核心
中国神经免疫学和神经病学杂志,科技核心
中国审计,中文核心
中国生态农业学报,中文核心
中国生物防治学报,中文核心
中国生物工程杂志,中文核心
中国生物化学与分子生物学报,中文核心
中国生物医学工程学报,中文核心
中国生物制品学杂志,科技核心
中国生育健康杂志,科技核心
中国石油大学学报(自然科学版),中文核心
中国石油大学学报自然科学版,科技核心
中国石油勘探,中文核心
中国实验动物学报,中文核心
中国实验方剂学杂志,中文核心
中国实验血液学杂志,中文核心
中国实验诊断学,科技核心
中国实用儿科杂志,中文核心
中国实用妇科与产科杂志,中文核心
中国实用护理杂志,科技核心
中国实用口腔科杂志,科技核心
中国实用内科杂志,中文核心
中国实用外科杂志,中文核心
中国实用眼科杂志,科技核心
中国食品添加剂,中文核心
中国食品卫生杂志,科技核心
中国食品学报,中文核心
中国食物与营养,科技核心
中国史研究,中文核心
中国兽药杂志,中文核心
中国兽医科学,中文核心
中国兽医学报,中文核心
中国兽医杂志,中文核心
中国书法,中文核心
中国输血杂志,中文核心
中国蔬菜,中文核心
中国数字医学,科技核心
中国水产科学,中文核心
中国水稻科学,中文核心
中国水利水电科学研究院学报,中文核心
中国水土保持科学,中文核心
中国饲料,中文核心
中国塑料,中文核心
中国糖尿病杂志,中文核心
中国陶瓷,中文核心
中国特色社会主义研究,中文核心
中国特殊教育,中文核心
中国疼痛医学杂志,科技核心
中国体视学与图像分析,科技核心
中国体外循环杂志,科技核心
中国体育科技,中文核心
中国天然药物,科技核心
中国调味品,中文核心
中国铁道科学,中文核心
中国听力语言康复科学杂志,科技核心
中国统计,中文核心
中国图书馆学报,中文核心
中国图象图形学报,中文核心
中国土地,中文核心
中国土地科学,中文核心
中国土壤与肥料,中文核心
中国外语,中文核心
中国危重病急救医学(改名为：中华危重病急救医学),中文核心
中国微创外科杂志,中文核心
中国微侵袭神经外科杂志,科技核心
中国微生态学杂志,科技核心
中国卫生经济,中文核心
中国卫生事业管理,中文核心
中国卫生统计,中文核心
中国卫生信息管理杂志,科技核心
中国卫生政策研究,中文核心
中国卫生质量管理,科技核心
中国卫生资源,中文核心
中国文化研究,中文核心
中国文学研究,中文核心
中国钨业,中文核心
中国稀土学报,中文核心
中国戏剧,中文核心
中国细胞生物学学报,科技核心
中国现代普通外科进展,科技核心
中国现代神经疾病杂志,科技核心
中国现代手术学杂志,科技核心
中国现代文学研究丛刊,中文核心
中国现代医学杂志,中文核心
中国现代应用药学,科技核心
中国现代中药,科技核心
中国消毒学杂志,中文核心
中国小儿急救医学,科技核心
中国小儿血液与肿瘤杂志,科技核心
中国斜视与小儿眼科杂志,科技核心
中国心理卫生杂志,中文核心
中国心血管病研究,科技核心
中国心血管杂志,科技核心
中国心脏起搏与心电生理杂志,科技核心
中国新生儿科杂志,科技核心
中国新药与临床杂志,中文核心
中国新药杂志,中文核心
中国刑事法杂志,中文核心
中国性科学,科技核心
中国胸心血管外科临床杂志,科技核心
中国修复重建外科杂志,中文核心
中国学校卫生,中文核心
中国血管外科杂志电子版,科技核心
中国血吸虫病防治杂志,中文核心
中国血液净化,科技核心
中国循环杂志,中文核心
中国循证儿科杂志,中文核心
中国循证心血管医学杂志,科技核心
中国循证医学杂志,科技核心
中国烟草科学,中文核心
中国烟草学报,中文核心
中国岩溶,中文核心
中国眼耳鼻喉科杂志,科技核心
中国药房,中文核心
中国药科大学学报,中文核心
中国药理学通报,中文核心
中国药理学与毒理学杂志,中文核心
中国药师,科技核心
中国药事,科技核心
中国药物化学杂志,科技核心
中国药物警戒,科技核心
中国药物依赖性杂志,科技核心
中国药物应用与监测,科技核心
中国药学杂志,中文核心
中国药业,科技核心
中国冶金,科技核心
中国医刊,科技核心
中国医科大学学报,中文核心
中国医疗器械杂志,科技核心
中国医疗设备,科技核心
中国医师进修杂志,科技核心
中国医师杂志,科技核心
中国医学计算机成像杂志,中文核心
中国医学科学院学报,中文核心
中国医学伦理学,社会科技核心
中国医学前沿杂志电子版,科技核心
中国医学物理学杂志,科技核心
中国医学影像技术,中文核心
中国医学影像学杂志,中文核心
中国医学装备,科技核心
中国医药,科技核心
中国医药导报,科技核心
中国医药工业杂志,中文核心
中国医药生物技术,科技核心
中国医院,科技核心
中国医院管理,中文核心
中国医院药学杂志,中文核心
中国疫苗和免疫,中文核心
中国音乐,中文核心
中国音乐学,中文核心
中国印刷与包装研究(改名为：数字印刷),中文核心
中国应用生理学杂志,科技核心
中国优生与遗传杂志,科技核心
中国油料作物学报,中文核心
中国油脂,中文核心
中国有色金属学报,中文核心
中国有色冶金,中文核心
中国语文,中文核心
中国预防兽医学报,中文核心
中国预防医学杂志,科技核心
